feature,source,built_from,dtype,role,availability_tier,cov_2016,cov_2017,cov_2018,cov_2019,cov_2020,cov_min_year,n_years_ge_60,gate_a_holdout,gate_b_train,gate_c_needs_2016_drop,gate_d_holdout_variance,in_full,in_core,near_zero_variance,constant_in_holdout,year_variance_share,decision,decision_reason
soil_cec_cmolkg,external,iSDAsoil via coordinate join (see merge_soil_data.py),float64,condition,ex_ante,97.3,100.0,99.7,99.6,94.0,94.0,5,True,True,False,True,True,True,False,False,0.0318,keep,Stable across all five survey years and the holdout.
soil_clay_pct,external,iSDAsoil via coordinate join (see merge_soil_data.py),float64,condition,ex_ante,97.3,100.0,99.7,99.6,94.0,94.0,5,True,True,False,True,True,True,False,False,0.0063,keep,Stable across all five survey years and the holdout.
soil_nitrogen_gkg,external,iSDAsoil via coordinate join (see merge_soil_data.py),float64,condition,ex_ante,97.3,100.0,99.7,99.6,94.0,94.0,5,True,True,False,True,True,True,False,False,0.0119,keep,Stable across all five survey years and the holdout.
soil_organic_carbon_gkg,external,iSDAsoil via coordinate join (see merge_soil_data.py),float64,condition,ex_ante,97.3,100.0,99.7,99.6,94.0,94.0,5,True,True,False,True,True,True,False,False,0.0141,keep,Stable across all five survey years and the holdout.
soil_ph,external,iSDAsoil via coordinate join (see merge_soil_data.py),float64,condition,ex_ante,97.3,100.0,99.7,99.6,94.0,94.0,5,True,True,False,True,True,True,False,False,0.0145,keep,Stable across all five survey years and the holdout.
soil_sand_pct,external,iSDAsoil via coordinate join (see merge_soil_data.py),float64,condition,ex_ante,97.3,100.0,99.7,99.6,94.0,94.0,5,True,True,False,True,True,True,False,False,0.0027,keep,Stable across all five survey years and the holdout.
tmax_c_apr,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.5529,keep,External mid_season weather covariate; 55% of its variance is between seasons rather than between places -- treat as substantially a year label.
tmax_c_aug,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0379,keep,External mid_season weather covariate; 4% of its variance is between seasons rather than between places.
tmax_c_feb,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.3006,keep,External ex_ante weather covariate; 30% of its variance is between seasons rather than between places.
tmax_c_jan,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.367,keep,External ex_ante weather covariate; 37% of its variance is between seasons rather than between places.
tmax_c_jul,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0677,keep,External mid_season weather covariate; 7% of its variance is between seasons rather than between places.
tmax_c_jun,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.1825,keep,External mid_season weather covariate; 18% of its variance is between seasons rather than between places.
tmax_c_mar,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.5809,keep,External mid_season weather covariate; 58% of its variance is between seasons rather than between places -- treat as substantially a year label.
tmax_c_may,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0994,keep,External mid_season weather covariate; 10% of its variance is between seasons rather than between places.
tmax_c_oct,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.1902,keep,External mid_season weather covariate; 19% of its variance is between seasons rather than between places.
tmax_c_season,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.1979,keep,External mid_season weather covariate; 20% of its variance is between seasons rather than between places.
tmax_c_sep,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0602,keep,External mid_season weather covariate; 6% of its variance is between seasons rather than between places.
tmean_c_apr,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.3521,keep,External mid_season weather covariate; 35% of its variance is between seasons rather than between places.
tmean_c_aug,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.027,keep,External mid_season weather covariate; 3% of its variance is between seasons rather than between places.
tmean_c_feb,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.1535,keep,External ex_ante weather covariate; 15% of its variance is between seasons rather than between places.
tmean_c_jan,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.1407,keep,External ex_ante weather covariate; 14% of its variance is between seasons rather than between places.
tmean_c_jul,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0302,keep,External mid_season weather covariate; 3% of its variance is between seasons rather than between places.
tmean_c_jun,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.1016,keep,External mid_season weather covariate; 10% of its variance is between seasons rather than between places.
tmean_c_mar,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.3905,keep,External mid_season weather covariate; 39% of its variance is between seasons rather than between places.
tmean_c_may,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.071,keep,External mid_season weather covariate; 7% of its variance is between seasons rather than between places.
tmean_c_oct,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0916,keep,External mid_season weather covariate; 9% of its variance is between seasons rather than between places.
tmean_c_season,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.115,keep,External mid_season weather covariate; 12% of its variance is between seasons rather than between places.
tmean_c_season_normal,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0064,keep,External ex_ante weather covariate; 1% of its variance is between seasons rather than between places.
tmean_c_sep,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0152,keep,External mid_season weather covariate; 2% of its variance is between seasons rather than between places.
tmin_c_apr,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.1018,keep,External mid_season weather covariate; 10% of its variance is between seasons rather than between places.
tmin_c_aug,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0333,keep,External mid_season weather covariate; 3% of its variance is between seasons rather than between places.
tmin_c_feb,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0221,keep,External ex_ante weather covariate; 2% of its variance is between seasons rather than between places.
tmin_c_jan,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.044,keep,External ex_ante weather covariate; 4% of its variance is between seasons rather than between places.
tmin_c_jul,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0166,keep,External mid_season weather covariate; 2% of its variance is between seasons rather than between places.
tmin_c_jun,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0522,keep,External mid_season weather covariate; 5% of its variance is between seasons rather than between places.
tmin_c_mar,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0743,keep,External mid_season weather covariate; 7% of its variance is between seasons rather than between places.
tmin_c_may,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0425,keep,External mid_season weather covariate; 4% of its variance is between seasons rather than between places.
tmin_c_oct,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0064,keep,External mid_season weather covariate; 1% of its variance is between seasons rather than between places.
tmin_c_sep,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,condition,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0098,keep,External mid_season weather covariate; 1% of its variance is between seasons rather than between places.
wealth_index,aggregate,owns_cows|owns_chickens|owns_goats|owns_bikes|owns_oxen|owns_electricity|owns_radio,float64,condition,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0,keep,Stable across all five survey years and the holdout.
can_kg_ph_flagged_outlier,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,True,False,0.0027,keep,Stable across all five survey years and the holdout.
comp_quality_is_missing,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0422,keep,Stable across all five survey years and the holdout.
comp_wb_pa_flagged_outlier,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,True,False,0.0024,keep,Stable across all five survey years and the holdout.
dap_kg_ph_flagged_outlier,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,True,False,0.0024,keep,Stable across all five survey years and the holdout.
fertility_is_missing,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.923,keep,Stable across all five survey years and the holdout.
field_gps_flagged_invalid,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,True,False,0.0001,keep,Stable across all five survey years and the holdout.
growing_season_days_flagged,flag,,boolean,flag,ex_post,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,True,False,0.0011,keep,Stable across all five survey years and the holdout.
n_kg_ph_is_missing,flag,,bool,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,True,False,0.0113,keep,Stable across all five survey years and the holdout.
pest_disease_is_missing,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.9846,keep,Stable across all five survey years and the holdout.
plant_date_doy_is_missing,flag,,bool,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.4703,keep,Stable across all five survey years and the holdout.
plot_acres_flagged_outlier,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,True,False,0.0004,keep,Stable across all five survey years and the holdout.
slope_angle_num_is_missing,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.9913,keep,Stable across all five survey years and the holdout.
slope_is_missing,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0613,keep,Stable across all five survey years and the holdout.
urea_kg_ph_flagged_outlier,flag,,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,True,False,0.0002,keep,Stable across all five survey years and the holdout.
uses_hybrid_seed_is_missing,flag,,bool,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,True,False,0.0113,keep,Stable across all five survey years and the holdout.
weather_location_is_field,external,weather_locations.py fallback ladder,boolean,flag,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,True,False,0.028,keep,External ex_ante weather covariate; 3% of its variance is between seasons rather than between places.
basal_n_share,derived,dap_kg_ph_winsorized|n_kg_ph,float64,lever,ex_ante,92.3,88.4,89.5,90.1,89.1,88.4,5,True,True,False,True,True,True,False,False,0.2167,keep,Stable across all five survey years and the holdout.
can_kg_ph,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0797,keep,Stable across all five survey years and the holdout.
can_kg_ph_winsorized,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0987,keep,Stable across all five survey years and the holdout.
comp_wb_pa,raw,,float64,lever,ex_ante,100.0,99.8,100.0,100.0,98.9,98.9,5,True,True,False,True,True,True,False,False,0.0056,keep,Stable across all five survey years and the holdout.
comp_wb_pa_winsorized,raw,,float64,lever,ex_ante,100.0,99.8,100.0,100.0,98.9,98.9,5,True,True,False,True,True,True,False,False,0.0275,keep,Stable across all five survey years and the holdout.
compost,raw,,boolean,lever,ex_ante,100.0,95.3,59.6,56.2,99.2,56.2,3,True,True,False,True,True,False,False,False,0.0053,keep,Stable across all five survey years and the holdout.
compost_applied,derived,comp_wb_pa_winsorized,boolean,lever,ex_ante,100.0,99.8,100.0,100.0,98.9,98.9,5,True,True,False,True,True,True,False,False,0.0653,keep,Stable across all five survey years and the holdout.
compost_wb_ph,derived,comp_wb_pa_winsorized,float64,lever,ex_ante,100.0,99.8,100.0,100.0,98.9,98.9,5,True,True,False,True,True,True,False,False,0.0275,keep,Stable across all five survey years and the holdout.
dap_kg_ph,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0009,keep,Stable across all five survey years and the holdout.
dap_kg_ph_winsorized,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0045,keep,Stable across all five survey years and the holdout.
hybrid_seed_share,derived,hybridseed_kg_ph|localseed_kg_ph,float64,lever,ex_ante,97.6,86.4,99.6,99.8,97.6,86.4,5,True,True,False,True,True,True,False,False,0.0062,keep,Stable across all five survey years and the holdout.
hybridseed_kg_ph,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0018,keep,Stable across all five survey years and the holdout.
intercrop,raw,,boolean,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0132,keep,Stable across all five survey years and the holdout.
intercrop_is_legume,derived,intercrop_type,boolean,lever,ex_ante,70.8,76.7,72.1,66.8,60.4,60.4,5,True,True,False,True,True,True,False,False,0.0111,keep,Stable across all five survey years and the holdout.
intercrop_type,raw,,object,lever,ex_ante,70.8,76.7,72.1,66.8,60.4,60.4,5,True,True,False,True,True,True,False,False,,keep,Stable across all five survey years and the holdout.
k2o_kg_ph,aggregate,npk_kg_ph_winsorized,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,True,False,0.0028,keep,Stable across all five survey years and the holdout.
lime_kg_ph,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,97.8,97.8,5,True,True,False,True,True,True,True,False,0.0158,keep,Stable across all five survey years and the holdout.
lime_kg_ph_winsorized,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,97.8,97.8,5,True,True,False,True,True,True,True,False,0.0211,keep,Stable across all five survey years and the holdout.
localseed_kg_ph,raw,,float64,lever,ex_ante,99.9,99.7,99.9,99.9,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0001,keep,Stable across all five survey years and the holdout.
n_kg_ph,aggregate,dap_kg_ph_winsorized|urea_kg_ph_winsorized|can_kg_ph_winsorized|npk_kg_ph_winsorized,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0384,keep,Stable across all five survey years and the holdout.
npk_kg_ph,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,True,False,0.0028,keep,Stable across all five survey years and the holdout.
npk_kg_ph_winsorized,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,True,False,0.0028,keep,Stable across all five survey years and the holdout.
p2o5_kg_ph,aggregate,dap_kg_ph_winsorized|npk_kg_ph_winsorized,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0047,keep,Stable across all five survey years and the holdout.
plant_date_doy,derived,plant_date,Float64,lever,ex_ante,94.2,39.9,99.7,99.8,98.5,39.9,4,True,True,False,True,True,True,False,False,0.1286,keep,Stable across all five survey years and the holdout.
seed_category,raw,,object,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,,keep,Stable across all five survey years and the holdout.
seed_type,raw,,object,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,,keep,Stable across all five survey years and the holdout.
seed_type_clean,raw,,object,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,,keep,Stable across all five survey years and the holdout.
seed_type_is_mixed,raw,,boolean,lever,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.0364,keep,Stable across all five survey years and the holdout.
seed_type_primary,raw,,object,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,,keep,Stable across all five survey years and the holdout.
topdress_applied,derived,can_kg_ph_winsorized,boolean,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.1573,keep,Stable across all five survey years and the holdout.
total_nutrient_kg_ph,aggregate,n_kg_ph|p2o5_kg_ph|k2o_kg_ph,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0085,keep,Stable across all five survey years and the holdout.
urea_kg_ph,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,True,False,0.0182,keep,Stable across all five survey years and the holdout.
urea_kg_ph_winsorized,raw,,float64,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,True,False,0.0204,keep,Stable across all five survey years and the holdout.
uses_hybrid_seed,derived,hybridseed_kg_ph,boolean,lever,ex_ante,100.0,100.0,100.0,100.0,98.5,98.5,5,True,True,False,True,True,True,False,False,0.0234,keep,Stable across all five survey years and the holdout.
drought,raw,,boolean,shock,mid_season,100.0,95.3,99.2,100.0,99.2,95.3,5,True,True,False,True,True,True,False,False,0.2325,keep,Stable across all five survey years and the holdout.
gdd10_anom_season,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,shock,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.9103,keep,External mid_season weather covariate; 91% of its variance is between seasons rather than between places -- treat as substantially a year label.
rain_anom_mm_preseason,external,UCSB-CHG/CHIRPS/DAILY,float64,shock,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.9109,keep,External ex_ante weather covariate; 91% of its variance is between seasons rather than between places -- treat as substantially a year label.
rain_anom_mm_season,external,UCSB-CHG/CHIRPS/DAILY,float64,shock,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.7866,keep,External mid_season weather covariate; 79% of its variance is between seasons rather than between places -- treat as substantially a year label.
rain_anom_pct_season,external,UCSB-CHG/CHIRPS/DAILY,float64,shock,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.7771,keep,External mid_season weather covariate; 78% of its variance is between seasons rather than between places -- treat as substantially a year label.
tmean_anom_c_season,external,ECMWF/ERA5_LAND/DAILY_AGGR,float64,shock,mid_season,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,True,True,True,False,False,0.916,keep,External mid_season weather covariate; 92% of its variance is between seasons rather than between places -- treat as substantially a year label.
chickens,raw,,float64,condition,ex_ante,0.0,100.0,0.0,100.0,97.3,0.0,3,True,True,True,True,False,True,False,False,0.0034,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
fertility,raw,,object,condition,ex_ante,0.0,95.3,99.2,100.0,99.2,0.0,4,True,True,True,True,False,True,False,False,,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
fertility_ordinal,derived,fertility,Float64,condition,ex_ante,0.0,95.3,99.2,88.3,81.4,0.0,4,True,True,True,True,False,True,False,False,0.0042,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
goats,raw,,float64,condition,ex_ante,0.0,100.0,0.0,100.0,97.3,0.0,3,True,True,True,True,False,True,False,False,0.0001,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
growing_season_days,raw,,float64,condition,ex_post,0.0,39.4,99.1,99.2,94.0,0.0,3,True,True,True,True,False,True,False,False,0.0077,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
hh_num_under5,raw,,float64,condition,ex_ante,0.0,0.0,100.0,100.0,100.0,0.0,3,True,True,True,True,False,True,False,False,0.0137,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
owns_chickens,raw,,boolean,condition,ex_ante,0.0,100.0,100.0,100.0,97.3,0.0,4,True,True,True,True,False,True,False,False,0.0016,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
owns_goats,raw,,boolean,condition,ex_ante,0.0,100.0,100.0,100.0,97.3,0.0,4,True,True,True,True,False,True,False,False,0.0002,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
rain_mm_plant_to_harvest,external,UCSB-CHG/CHIRPS/DAILY,float64,condition,mid_season,0.0,39.6,99.4,99.4,94.4,0.0,3,True,True,True,True,False,True,False,False,0.2111,keep_core_only,External mid_season weather covariate; 21% of its variance is between seasons rather than between places.
weed,raw,,float64,lever,mid_season,0.0,100.0,99.2,99.9,99.1,0.0,4,True,True,True,True,False,True,False,False,0.0412,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
FAW,raw,,boolean,shock,mid_season,0.0,67.3,0.0,68.1,100.0,0.0,3,True,True,True,True,False,True,False,False,0.4605,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
flood,raw,,boolean,shock,mid_season,0.9,95.3,99.2,100.0,99.2,0.9,4,True,True,True,True,False,True,False,False,0.0452,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
pest_disease,raw,,boolean,shock,mid_season,0.0,100.0,100.0,100.0,99.2,0.0,4,True,True,True,True,False,True,False,False,0.159,keep_core_only,0% coverage in 2016 (reduced survey instrument); recovered in the core file by dropping that year's rows.
field_latitude,raw,,float64,excluded,ex_ante,97.3,100.0,99.7,99.6,94.0,94.0,5,True,True,False,True,False,False,False,False,0.003,quarantine,"5-decimal coordinates are a household fingerprint, and the geographic gradient is itself unstable: corr(field_longitude, yield) runs 0.297/0.299/0.164/0.457 across train years then collapses to 0.045 in the holdout, which sampled 50 districts against train's 40."
field_longitude,raw,,float64,excluded,ex_ante,97.3,100.0,99.7,99.6,94.0,94.0,5,True,True,False,True,False,False,False,False,0.0326,quarantine,See field_latitude -- same fingerprinting and same out-of-time collapse.
hybrid_reported_raw,raw,,boolean,excluded,ex_ante,100.0,100.0,100.0,100.0,100.0,100.0,5,True,True,False,False,False,False,False,True,0.0513,quarantine,"Single value across every holdout row, so it can only encode training-year structure -- dropped by Gate D."
plants_sqm_spacing,raw,,float64,excluded,ex_post,0.0,0.0,0.0,0.0,98.6,0.0,1,True,False,False,True,False,False,False,False,0.0,quarantine,"A realized stand count from the harvest quadrat, not a spacing choice: corr with yield 0.534 in 2020 vs 0.097 for design spacing in train, and all 26 rows where it is 0 have exactly 0 yield. Quarantined rather than unified with design_plant_density."
